device,lat,lon,gateway,gw_lat,gw_lon,rssi,snr,time
board01,16.0729548,108.1499147,a840411eebb44150,16.0740984,108.15253,-109,-14.0,2026-02-17T12:22:46.054315+00:00
node3,16.07415,108.15247,7276ff002e061f5b,16.075603485107422,108.2220687866211,-114,-14.0,2025-11-24T06:46:56.176+00:00
node3,16.07415,108.15247,ac1f09fffe0fd629,16.06815,108.15442,-110,-3.0,2025-11-24T06:46:56.176+00:00
node01,0.0,0.0,7276ff002e06029f,16.074212667856454,108.15264880657197,-56,8.0,2025-12-18T07:04:28.923090+00:00
