device,lat,lon,gateway,gw_lat,gw_lon,rssi,snr,time,frequency,bandwidth,spreading_factor
board01,16.078790699999995,108.14640979999999,ac1f09fffe0fd629,16.06819,108.15451,-113,-21.8,2025-12-06T11:08:13.013+00:00,922200000,125000,12
board01,16.0788097,108.14639849999999,7276ff002e062cf2,16.118297576904297,108.27373504638672,-117,-4.0,2025-12-06T11:07:59.014+00:00,922200000,125000,12
board01,16.0788097,108.14639849999999,ac1f09fffe0fd629,16.06819,108.15451,-114,-22.8,2025-12-06T11:07:59.014+00:00,922200000,125000,12
board01,16.0788423,108.14638989999999,7276ff002e062cf2,16.1182918548584,108.27371978759766,-110,-11.0,2025-12-06T11:07:45.015+00:00,922200000,125000,12
board01,16.0788423,108.14638989999999,7276ff002e061f5b,16.075607299804688,108.2220687866211,-115,-15.8,2025-12-06T11:07:45.015+00:00,922200000,125000,12
board01,16.0788423,108.14638989999999,ac1f09fffe0fd629,16.06819,108.15451,-114,-24.0,2025-12-06T11:07:45.015+00:00,922200000,125000,12
board01,16.0789416,108.1465872,7276ff002e062cf2,16.1182918548584,108.27371978759766,-117,-9.0,2025-12-06T11:07:31.018+00:00,922200000,125000,12
board01,16.0792754,108.1472696,7276ff002e062cf2,16.1182918548584,108.27371978759766,-112,-5.0,2025-12-06T11:07:17.021+00:00,922200000,125000,12
board01,16.0792754,108.1472696,ac1f09fffe0fd629,16.06819,108.15451,-114,-19.8,2025-12-06T11:07:17.021+00:00,922200000,125000,12
board01,16.0792754,108.1472696,7276ff002e061f5b,16.075607299804688,108.22207641601562,-117,-7.8,2025-12-06T11:07:17.021+00:00,922200000,125000,12
board01,16.0795022,108.14747400000002,ac1f09fffe0fd629,16.06819,108.15451,-113,-13.8,2025-12-06T11:07:03.022+00:00,922200000,125000,12
board01,16.0795022,108.14747400000002,7276ff002e061f5b,16.075607299804688,108.22207641601562,-112,-8.0,2025-12-06T11:07:03.022+00:00,922200000,125000,12
board01,16.0795022,108.14747400000002,7276ff002e062cf2,16.118284225463867,108.27371978759766,-116,-2.0,2025-12-06T11:07:03.022+00:00,922200000,125000,12
board01,16.077909599999998,108.14813920000002,7276ff002e062cf2,16.118284225463867,108.27371978759766,-112,-9.0,2025-12-06T11:06:49.024+00:00,922200000,125000,12
board01,16.077909599999998,108.14813920000002,ac1f09fffe0fd629,16.06819,108.15451,-113,-15.5,2025-12-06T11:06:49.024+00:00,922200000,125000,12
board01,16.076538699999997,108.1487253,ac1f09fffe0fd629,16.06819,108.15451,-113,-12.2,2025-12-06T11:06:35.024+00:00,922200000,125000,12
board01,16.076538699999997,108.1487253,7276ff002e061f5b,16.075607299804688,108.22207641601562,-108,-19.0,2025-12-06T11:06:35.024+00:00,922200000,125000,12
board01,16.076538699999997,108.1487253,7276ff002e062cf2,16.118288040161133,108.27371978759766,-113,-9.0,2025-12-06T11:06:35.024+00:00,922200000,125000,12
board01,16.075068300000005,108.14933529999999,7276ff002e062cf2,16.118288040161133,108.27371978759766,-113,-20.0,2025-12-06T11:06:21.029+00:00,922200000,125000,12
board01,16.0736511,108.14990759999998,7276ff002e062cf2,16.118288040161133,108.27371978759766,-117,-6.0,2025-12-06T11:06:07.031+00:00,922200000,125000,12
board01,16.0736511,108.14990759999998,ac1f09fffe0fd629,16.06818,108.15451,-113,-11.5,2025-12-06T11:06:07.031+00:00,922200000,125000,12
board01,16.0736511,108.14990759999998,7276ff002e061f5b,16.07560920715332,108.22207641601562,-112,-13.0,2025-12-06T11:06:07.031+00:00,922200000,125000,12
board01,16.0730206,108.15032470000001,7276ff002e061f5b,16.07560920715332,108.22207641601562,-116,-15.2,2025-12-06T11:05:53.031+00:00,922200000,125000,12
board01,16.0730206,108.15032470000001,ac1f09fffe0fd629,16.06818,108.15451,-112,-6.5,2025-12-06T11:05:53.031+00:00,922200000,125000,12
board01,16.073259200000003,108.1510172,7276ff002e062cf2,16.11829376220703,108.27371978759766,-112,1.0,2025-12-06T11:05:39.034+00:00,922200000,125000,12
board01,16.073259200000003,108.1510172,ac1f09fffe0fd629,16.06818,108.15451,-113,-14.5,2025-12-06T11:05:39.034+00:00,922200000,125000,12
board01,16.0736201,108.15191150000001,7276ff002e062cf2,16.11829376220703,108.27371978759766,-112,-8.0,2025-12-06T11:05:25.034+00:00,922200000,125000,12
board01,16.0736201,108.15191150000001,ac1f09fffe0fd629,16.06818,108.15451,-112,-7.2,2025-12-06T11:05:25.034+00:00,922200000,125000,12
board01,16.07401,108.15290770000001,7276ff002e061f5b,16.075607299804688,108.22207641601562,-110,-12.0,2025-12-06T11:05:11.037+00:00,922200000,125000,12
board01,16.07401,108.15290770000001,7276ff002e062cf2,16.118289947509766,108.27371215820312,-110,-3.0,2025-12-06T11:05:11.037+00:00,922200000,125000,12
board01,16.07401,108.15290770000001,ac1f09fffe0fd629,16.06818,108.15451,-112,-7.2,2025-12-06T11:05:11.037+00:00,922200000,125000,12
board01,16.074172,108.15354529999999,ac1f09fffe0fd629,16.06818,108.15451,-113,-12.8,2025-12-06T11:04:57.039+00:00,922200000,125000,12
board01,16.074172,108.15354529999999,7276ff002e062cf2,16.118289947509766,108.27371215820312,-114,-7.0,2025-12-06T11:04:57.039+00:00,922200000,125000,12
board01,16.074172,108.15354529999999,7276ff002e061f5b,16.075607299804688,108.22207641601562,-110,-6.0,2025-12-06T11:04:57.039+00:00,922200000,125000,12
board01,16.0741302,108.15353149999999,7276ff002e061f5b,16.075607299804688,108.22207641601562,-107,-20.0,2025-12-06T11:04:43.041+00:00,922200000,125000,12
board01,16.0741302,108.15353149999999,ac1f09fffe0fd629,16.06818,108.15451,-112,-6.8,2025-12-06T11:04:43.041+00:00,922200000,125000,12
board01,16.0741302,108.15353149999999,7276ff002e062cf2,16.118295669555664,108.27369689941406,-113,-13.0,2025-12-06T11:04:43.041+00:00,922200000,125000,12
board01,16.0740656,108.15324949999999,ac1f09fffe0fd629,16.06818,108.15451,-113,-13.0,2025-12-06T11:04:29.043+00:00,922200000,125000,12
board01,16.0740656,108.15324949999999,7276ff002e062cf2,16.118295669555664,108.27369689941406,-117,-7.0,2025-12-06T11:04:29.043+00:00,922200000,125000,12
board01,16.0740656,108.15324949999999,7276ff002e061f5b,16.075611114501953,108.22207641601562,-110,-12.8,2025-12-06T11:04:29.043+00:00,922200000,125000,12
board01,16.0738091,108.15244269999998,7276ff002e061f5b,16.075611114501953,108.22207641601562,-112,-9.0,2025-12-06T11:04:15.046+00:00,922200000,125000,12
board01,16.0738091,108.15244269999998,7276ff002e062cf2,16.118295669555664,108.27368927001953,-113,1.0,2025-12-06T11:04:15.046+00:00,922200000,125000,12
board01,16.0738091,108.15244269999998,ac1f09fffe0fd629,16.06818,108.15451,-111,-3.8,2025-12-06T11:04:15.046+00:00,922200000,125000,12
board01,16.0733464,108.15122299999999,7276ff002e061f5b,16.075611114501953,108.22207641601562,-112,-15.0,2025-12-06T11:04:01.047+00:00,922200000,125000,12
board01,16.0733464,108.15122299999999,7276ff002e062cf2,16.118295669555664,108.27368927001953,-115,-2.0,2025-12-06T11:04:01.047+00:00,922200000,125000,12
board01,16.0733464,108.15122299999999,ac1f09fffe0fd629,16.06818,108.15451,-112,-7.5,2025-12-06T11:04:01.047+00:00,922200000,125000,12
board01,16.0728608,108.1502685,ac1f09fffe0fd629,16.06818,108.15451,-113,-11.0,2025-12-06T11:03:47.050+00:00,922200000,125000,12
board01,16.0728608,108.1502685,7276ff002e062cf2,16.118295669555664,108.27368927001953,-117,-6.0,2025-12-06T11:03:47.050+00:00,922200000,125000,12
board01,16.071756699999998,108.15067279999998,7276ff002e062cf2,16.11829376220703,108.273681640625,-113,-22.0,2025-12-06T11:03:33.052+00:00,922200000,125000,12
board01,16.071756699999998,108.15067279999998,7276ff002e061f5b,16.075611114501953,108.22207641601562,-110,-12.0,2025-12-06T11:03:33.052+00:00,922200000,125000,12
board01,16.071756699999998,108.15067279999998,ac1f09fffe0fd629,16.06818,108.15451,-111,-4.5,2025-12-06T11:03:33.052+00:00,922200000,125000,12
board01,16.0704351,108.1511864,7276ff002e061f5b,16.075611114501953,108.22207641601562,-113,-14.0,2025-12-06T11:03:19.052+00:00,922200000,125000,12
board01,16.0704351,108.1511864,7276ff002e062cf2,16.11829376220703,108.273681640625,-117,-1.0,2025-12-06T11:03:19.052+00:00,922200000,125000,12
board01,16.0690446,108.15180329999998,7276ff002e061f5b,16.075613021850586,108.22207641601562,-113,-15.0,2025-12-06T11:03:05.055+00:00,922200000,125000,12
board01,16.0690446,108.15180329999998,7276ff002e062cf2,16.118289947509766,108.273681640625,-117,-6.0,2025-12-06T11:03:05.055+00:00,922200000,125000,12
board01,16.0690446,108.15180329999998,ac1f09fffe0fd629,16.06818,108.15451,-103,2.8,2025-12-06T11:03:05.055+00:00,922200000,125000,12
board01,16.068024599999998,108.15223429999999,ac1f09fffe0fd629,16.06818,108.1545,-104,2.8,2025-12-06T11:02:51.056+00:00,922200000,125000,12
board01,16.068024599999998,108.15223429999999,7276ff002e062cf2,16.118289947509766,108.273681640625,-119,-8.8,2025-12-06T11:02:51.056+00:00,922200000,125000,12
board01,16.0668075,108.15323679999999,7276ff002e062cf2,16.118289947509766,108.27367401123047,-118,-17.0,2025-12-06T11:02:37.060+00:00,922200000,125000,12
board01,16.0668075,108.15323679999999,ac1f09fffe0fd629,16.06818,108.1545,-106,2.8,2025-12-06T11:02:37.060+00:00,922200000,125000,12
board01,16.0660005,108.1543707,7276ff002e061f5b,16.075613021850586,108.22207641601562,-112,-16.0,2025-12-06T11:02:23.060+00:00,922200000,125000,12
board01,16.0660005,108.1543707,7276ff002e062cf2,16.118289947509766,108.27367401123047,-118,-14.0,2025-12-06T11:02:23.060+00:00,922200000,125000,12
board01,16.0660005,108.1543707,ac1f09fffe0fd629,16.06819,108.15451,-103,2.5,2025-12-06T11:02:23.060+00:00,922200000,125000,12
board01,16.0654169,108.15522849999999,7276ff002e061f5b,16.075613021850586,108.22207641601562,-111,-13.0,2025-12-06T11:02:09.063+00:00,922200000,125000,12
board01,16.0654169,108.15522849999999,ac1f09fffe0fd629,16.06819,108.15451,-112,-6.2,2025-12-06T11:02:09.063+00:00,922200000,125000,12
board01,16.0654169,108.15522849999999,7276ff002e062cf2,16.11829376220703,108.27367401123047,-116,-4.0,2025-12-06T11:02:09.063+00:00,922200000,125000,12
board01,16.065040699999997,108.1558,7276ff002e062cf2,16.11829376220703,108.27367401123047,-116,-9.0,2025-12-06T11:01:55.066+00:00,922200000,125000,12
board01,16.065040699999997,108.1558,7276ff002e061f5b,16.075613021850586,108.22207641601562,-111,-10.0,2025-12-06T11:01:55.066+00:00,922200000,125000,12
board01,16.065040699999997,108.1558,ac1f09fffe0fd629,16.06818,108.15451,-111,-5.8,2025-12-06T11:01:55.066+00:00,922200000,125000,12
board01,16.064285899999998,108.15690380000001,7276ff002e061f5b,16.075613021850586,108.22207641601562,-114,-4.8,2025-12-06T11:01:41.067+00:00,922200000,125000,12
board01,16.064285899999998,108.15690380000001,7276ff002e062cf2,16.11829376220703,108.27367401123047,-117,-8.0,2025-12-06T11:01:41.067+00:00,922200000,125000,12
board01,16.064285899999998,108.15690380000001,ac1f09fffe0fd629,16.06818,108.15451,-113,-8.5,2025-12-06T11:01:41.067+00:00,922200000,125000,12
board01,16.0634782,108.1581077,7276ff002e062cf2,16.11829376220703,108.27367401123047,-118,-12.0,2025-12-06T11:01:26.969+00:00,922200000,125000,12
board01,16.0634782,108.1581077,7276ff002e061f5b,16.07560920715332,108.22207641601562,-113,-11.0,2025-12-06T11:01:26.969+00:00,922200000,125000,12
board01,16.0634782,108.1581077,ac1f09fffe0fd629,16.06819,108.15451,-113,-18.2,2025-12-06T11:01:26.969+00:00,922200000,125000,12
board01,16.063063,108.15827099999998,7276ff002e062cf2,16.118295669555664,108.2736587524414,-113,-8.0,2025-12-06T11:01:12.972+00:00,922200000,125000,12
board01,16.063063,108.15827099999998,ac1f09fffe0fd629,16.06819,108.15451,-113,-18.8,2025-12-06T11:01:12.972+00:00,922200000,125000,12
board01,16.063063,108.15827099999998,7276ff002e061f5b,16.07560920715332,108.22207641601562,-110,-10.0,2025-12-06T11:01:12.972+00:00,922200000,125000,12
board01,16.062927600000002,108.1581866,7276ff002e062cf2,16.118295669555664,108.2736587524414,-110,-13.0,2025-12-06T11:00:58.972+00:00,922200000,125000,12
board01,16.062927600000002,108.1581866,7276ff002e061f5b,16.07560920715332,108.22207641601562,-106,-15.0,2025-12-06T11:00:58.972+00:00,922200000,125000,12
board01,16.0627049,108.1580434,7276ff002e062cf2,16.11829376220703,108.2736587524414,-113,-12.0,2025-12-06T11:00:44.975+00:00,922200000,125000,12
board01,16.0627049,108.1580434,7276ff002e061f5b,16.07560920715332,108.22207641601562,-111,-13.0,2025-12-06T11:00:44.975+00:00,922200000,125000,12
board01,16.0619751,108.15753609999999,7276ff002e061f5b,16.075607299804688,108.22207641601562,-117,-15.0,2025-12-06T11:00:30.975+00:00,922200000,125000,12
board01,16.0619751,108.15753609999999,ac1f09fffe0fd629,16.06818,108.15452,-113,-14.8,2025-12-06T11:00:30.975+00:00,922200000,125000,12
board01,16.060901800000003,108.157409,7276ff002e062cf2,16.118297576904297,108.2736587524414,-118,-15.0,2025-12-06T11:00:02.980+00:00,922200000,125000,12
board01,16.0601467,108.15744179999999,ac1f09fffe0fd629,16.06818,108.15452,-113,-18.8,2025-12-06T10:59:48.982+00:00,922200000,125000,12
board01,16.0601467,108.15744179999999,7276ff002e062cf2,16.118297576904297,108.2736587524414,-117,-10.0,2025-12-06T10:59:48.982+00:00,922200000,125000,12
board01,16.0593584,108.15725950000001,7276ff002e061f5b,16.075597763061523,108.22209167480469,-112,-7.0,2025-12-06T10:59:34.985+00:00,922200000,125000,12
board01,16.0593584,108.15725950000001,ac1f09fffe0fd629,16.06818,108.15452,-113,-14.8,2025-12-06T10:59:34.985+00:00,922200000,125000,12
board01,16.0593584,108.15725950000001,7276ff002e062cf2,16.118284225463867,108.27366638183594,-120,-10.8,2025-12-06T10:59:34.985+00:00,922200000,125000,12
board01,16.059054499999995,108.15712699999999,7276ff002e062cf2,16.118284225463867,108.27366638183594,-118,-8.0,2025-12-06T10:59:20.987+00:00,922200000,125000,12
board01,16.059054499999995,108.15712699999999,ac1f09fffe0fd629,16.06818,108.15452,-113,-14.2,2025-12-06T10:59:20.987+00:00,922200000,125000,12
board01,16.059054499999995,108.15712699999999,7276ff002e061f5b,16.075597763061523,108.22209167480469,-112,-4.0,2025-12-06T10:59:20.987+00:00,922200000,125000,12
board01,16.058983000000005,108.15710349999999,7276ff002e062cf2,16.118276596069336,108.27367401123047,-114,-13.0,2025-12-06T10:59:06.989+00:00,922200000,125000,12
board01,16.058983000000005,108.15710349999999,7276ff002e061f5b,16.075597763061523,108.22209167480469,-107,-11.0,2025-12-06T10:59:06.989+00:00,922200000,125000,12
board01,16.058983000000005,108.15710349999999,ac1f09fffe0fd629,16.06818,108.15452,-112,-6.5,2025-12-06T10:59:06.989+00:00,922200000,125000,12
board01,16.058916099999998,108.15708529999999,7276ff002e062cf2,16.118276596069336,108.27367401123047,-118,-10.0,2025-12-06T10:58:52.991+00:00,922200000,125000,12
board01,16.058916099999998,108.15708529999999,ac1f09fffe0fd629,16.06818,108.15452,-113,-9.0,2025-12-06T10:58:52.991+00:00,922200000,125000,12
board01,16.0588109,108.1570643,ac1f09fffe0fd629,16.06818,108.15452,-112,-5.8,2025-12-06T10:58:38.992+00:00,922200000,125000,12
board01,16.0588109,108.1570643,7276ff002e061f5b,16.075597763061523,108.22209167480469,-109,-10.0,2025-12-06T10:58:38.992+00:00,922200000,125000,12
board01,16.0588109,108.1570643,7276ff002e062cf2,16.11826515197754,108.27368927001953,-112,-6.0,2025-12-06T10:58:38.992+00:00,922200000,125000,12
board01,16.058757399999998,108.1570545,7276ff002e062cf2,16.11826515197754,108.27368927001953,-115,-1.0,2025-12-06T10:58:24.993+00:00,922200000,125000,12
board01,16.058757399999998,108.1570545,7276ff002e061f5b,16.07559585571289,108.22209167480469,-110,-1.0,2025-12-06T10:58:24.993+00:00,922200000,125000,12
board01,16.058756699999996,108.15705129999999,7276ff002e061f5b,16.07559585571289,108.22209167480469,-109,1.0,2025-12-06T10:58:10.995+00:00,922200000,125000,12
board01,16.058756699999996,108.15705129999999,7276ff002e062cf2,16.118267059326172,108.2737045288086,-116,-4.0,2025-12-06T10:58:10.995+00:00,922200000,125000,12
board01,16.058756699999996,108.15705129999999,ac1f09fffe0fd629,16.06817,108.15452,-109,0.5,2025-12-06T10:58:10.995+00:00,922200000,125000,12
board01,16.058753199999995,108.1570524,7276ff002e062cf2,16.118267059326172,108.2737045288086,-117,-8.0,2025-12-06T10:57:56.997+00:00,922200000,125000,12
board01,16.058753199999995,108.1570524,ac1f09fffe0fd629,16.06817,108.15453,-109,0.5,2025-12-06T10:57:56.997+00:00,922200000,125000,12
board01,16.058749900000002,108.1570575,ac1f09fffe0fd629,16.06817,108.15453,-109,0.2,2025-12-06T10:57:43+00:00,922200000,125000,12
board01,16.058749900000002,108.1570575,7276ff002e061f5b,16.075597763061523,108.22209167480469,-106,-3.0,2025-12-06T10:57:43+00:00,922200000,125000,12
board01,16.058749900000002,108.1570575,7276ff002e062cf2,16.118268966674805,108.2737045288086,-114,-10.0,2025-12-06T10:57:43+00:00,922200000,125000,12
board01,16.058751400000002,108.157058,ac1f09fffe0fd629,16.06816,108.15454,-108,0.5,2025-12-06T10:57:29.002+00:00,922200000,125000,12
board01,16.058751400000002,108.157058,7276ff002e061f5b,16.075603485107422,108.22208404541016,-109,1.0,2025-12-06T10:57:29.002+00:00,922200000,125000,12
board01,16.0587504,108.1570598,7276ff002e061f5b,16.075603485107422,108.22208404541016,-107,-3.0,2025-12-06T10:57:15.003+00:00,922200000,125000,12
board01,16.0587504,108.1570598,ac1f09fffe0fd629,16.06816,108.15454,-108,0.8,2025-12-06T10:57:15.003+00:00,922200000,125000,12
board01,16.0587504,108.1570598,7276ff002e062cf2,16.118267059326172,108.27369689941406,-117,-5.0,2025-12-06T10:57:15.003+00:00,922200000,125000,12
board01,16.058743900000003,108.157062,7276ff002e061f5b,16.075607299804688,108.22208404541016,-109,1.0,2025-12-06T10:57:01.005+00:00,922200000,125000,12
board01,16.058743900000003,108.157062,ac1f09fffe0fd629,16.06815,108.15455,-108,1.2,2025-12-06T10:57:01.005+00:00,922200000,125000,12
board01,16.058743900000003,108.157062,7276ff002e062cf2,16.118267059326172,108.27369689941406,-117,-6.0,2025-12-06T10:57:01.005+00:00,922200000,125000,12
board01,16.0587354,108.15705809999997,7276ff002e061f5b,16.075607299804688,108.22208404541016,-105,-4.0,2025-12-06T10:56:47.008+00:00,922200000,125000,12
board01,16.0587354,108.15705809999997,7276ff002e062cf2,16.118267059326172,108.27369689941406,-113,-13.0,2025-12-06T10:56:47.008+00:00,922200000,125000,12
board01,16.0587163,108.1570558,7276ff002e061f5b,16.07560920715332,108.22207641601562,-110,-3.0,2025-12-06T10:56:33.010+00:00,922200000,125000,12
board01,16.0587163,108.1570558,ac1f09fffe0fd629,16.06815,108.15455,-112,-6.5,2025-12-06T10:56:33.010+00:00,922200000,125000,12
board01,16.0587015,108.1570561,7276ff002e062cf2,16.118270874023438,108.2737045288086,-108,3.0,2025-12-06T10:56:19.011+00:00,922200000,125000,12
board01,16.0587015,108.1570561,ac1f09fffe0fd629,16.06815,108.15455,-112,-5.0,2025-12-06T10:56:19.011+00:00,922200000,125000,12
board01,16.0587015,108.1570561,7276ff002e061f5b,16.07560920715332,108.22207641601562,-105,-3.0,2025-12-06T10:56:19.011+00:00,922200000,125000,12
board01,16.0584975,108.15698990000001,7276ff002e062cf2,16.118276596069336,108.27371215820312,-116,-4.0,2025-12-06T10:56:05.014+00:00,922200000,125000,12
board01,16.0584975,108.15698990000001,7276ff002e061f5b,16.07560920715332,108.22207641601562,-112,-9.0,2025-12-06T10:56:05.014+00:00,922200000,125000,12
board01,16.0584975,108.15698990000001,ac1f09fffe0fd629,16.06815,108.15455,-113,-7.8,2025-12-06T10:56:05.014+00:00,922200000,125000,12
board01,16.057828100000002,108.15682700000002,7276ff002e062cf2,16.118276596069336,108.27371215820312,-114,-9.0,2025-12-06T10:55:51.015+00:00,922200000,125000,12
board01,16.057828100000002,108.15682700000002,7276ff002e061f5b,16.07560920715332,108.22207641601562,-114,-16.8,2025-12-06T10:55:51.015+00:00,922200000,125000,12
board01,16.057471,108.156846,7276ff002e062cf2,16.1182804107666,108.27372741699219,-118,-9.0,2025-12-06T10:55:37.017+00:00,922200000,125000,12
board01,16.0569968,108.15690559999999,7276ff002e061f5b,16.075603485107422,108.22208404541016,-107,-17.0,2025-12-06T10:55:23.020+00:00,922200000,125000,12
board01,16.0565221,108.15691609999999,7276ff002e062cf2,16.118289947509766,108.27372741699219,-115,-8.0,2025-12-06T10:55:09.022+00:00,922200000,125000,12
board01,16.056079800000003,108.156924,7276ff002e061f5b,16.075605392456055,108.22208404541016,-115,-15.8,2025-12-06T10:54:55.024+00:00,922200000,125000,12
board01,16.056079800000003,108.156924,7276ff002e062cf2,16.118289947509766,108.27372741699219,-116,-11.0,2025-12-06T10:54:55.024+00:00,922200000,125000,12
board01,16.055540699999998,108.1568695,7276ff002e062cf2,16.118295669555664,108.27373504638672,-117,-5.0,2025-12-06T10:54:41.026+00:00,922200000,125000,12
board01,16.055540699999998,108.1568695,7276ff002e061f5b,16.075605392456055,108.22208404541016,-112,-9.0,2025-12-06T10:54:41.026+00:00,922200000,125000,12
board01,16.0549489,108.15657379999998,7276ff002e062cf2,16.118295669555664,108.27373504638672,-115,-6.0,2025-12-06T10:54:27.028+00:00,922200000,125000,12
board01,16.0549489,108.15657379999998,7276ff002e061f5b,16.075599670410156,108.22209167480469,-103,-23.0,2025-12-06T10:54:27.028+00:00,922200000,125000,12
board01,16.0543483,108.1564834,7276ff002e062cf2,16.11829948425293,108.27374267578125,-116,-7.0,2025-12-06T10:54:13.030+00:00,922200000,125000,12
board01,16.0543483,108.1564834,7276ff002e061f5b,16.075599670410156,108.22209167480469,-112,-6.0,2025-12-06T10:54:13.030+00:00,922200000,125000,12
board01,16.0538315,108.15652830000002,7276ff002e062cf2,16.11829948425293,108.27374267578125,-121,-5.2,2025-12-06T10:53:59.031+00:00,922200000,125000,12
board01,16.0538315,108.15652830000002,7276ff002e061f5b,16.075597763061523,108.22209167480469,-103,-22.0,2025-12-06T10:53:59.031+00:00,922200000,125000,12
board01,16.05344,108.15657519999999,7276ff002e062cf2,16.118295669555664,108.27375030517578,-114,-11.0,2025-12-06T10:53:45.034+00:00,922200000,125000,12
board01,16.05344,108.15657519999999,7276ff002e061f5b,16.075597763061523,108.22209167480469,-115,-10.8,2025-12-06T10:53:45.034+00:00,922200000,125000,12
board01,16.0533529,108.1563891,7276ff002e061f5b,16.075597763061523,108.22208404541016,-102,-16.0,2025-12-06T10:53:31.035+00:00,922200000,125000,12
board01,16.0533529,108.1563891,7276ff002e062cf2,16.118295669555664,108.27375030517578,-112,-15.0,2025-12-06T10:53:31.035+00:00,922200000,125000,12
board01,16.053341999999997,108.15631389999999,7276ff002e061f5b,16.075597763061523,108.22208404541016,-110,-11.0,2025-12-06T10:53:17.038+00:00,922200000,125000,12
board01,16.053341999999997,108.15631389999999,7276ff002e062cf2,16.118295669555664,108.27375030517578,-113,-15.0,2025-12-06T10:53:17.038+00:00,922200000,125000,12
board01,16.0532306,108.15549490000001,ac1f09fffe0fd629,16.06814,108.15452,-113,-15.8,2025-12-06T10:53:03.040+00:00,922200000,125000,12
board01,16.0532306,108.15549490000001,7276ff002e061f5b,16.075603485107422,108.22207641601562,-116,-12.5,2025-12-06T10:53:03.040+00:00,922200000,125000,12
board01,16.0532306,108.15549490000001,7276ff002e062cf2,16.11829948425293,108.27375030517578,-118,-1.2,2025-12-06T10:53:03.040+00:00,922200000,125000,12
board01,16.052859700000003,108.15427609999999,7276ff002e061f5b,16.075603485107422,108.22207641601562,-117,-8.5,2025-12-06T10:52:49.042+00:00,922200000,125000,12
board01,16.052859700000003,108.15427609999999,ac1f09fffe0fd629,16.06814,108.15452,-113,-12.2,2025-12-06T10:52:49.042+00:00,922200000,125000,12
board01,16.052859700000003,108.15427609999999,7276ff002e062cf2,16.11829948425293,108.27375030517578,-120,-6.5,2025-12-06T10:52:49.042+00:00,922200000,125000,12
board01,16.052322699999998,108.15320459999998,7276ff002e062cf2,16.118297576904297,108.27376556396484,-111,-5.0,2025-12-06T10:52:35.043+00:00,922200000,125000,12
board01,16.052322699999998,108.15320459999998,ac1f09fffe0fd629,16.06814,108.15452,-113,-13.5,2025-12-06T10:52:35.043+00:00,922200000,125000,12
board01,16.052322699999998,108.15320459999998,7276ff002e061f5b,16.075613021850586,108.22207641601562,-102,-24.0,2025-12-06T10:52:35.043+00:00,922200000,125000,12
board01,16.051869000000003,108.1521424,7276ff002e061f5b,16.075613021850586,108.22207641601562,-114,-11.5,2025-12-06T10:52:21.047+00:00,922200000,125000,12
board01,16.051869000000003,108.1521424,ac1f09fffe0fd629,16.06814,108.15452,-113,-14.8,2025-12-06T10:52:21.047+00:00,922200000,125000,12
board01,16.051869000000003,108.1521424,7276ff002e062cf2,16.118297576904297,108.27376556396484,-119,-4.2,2025-12-06T10:52:21.047+00:00,922200000,125000,12
board01,16.051092399999998,108.15084569999999,7276ff002e062cf2,16.11829948425293,108.27376556396484,-121,-8.2,2025-12-06T10:52:07.047+00:00,922200000,125000,12
board01,16.051092399999998,108.15084569999999,ac1f09fffe0fd629,16.06814,108.15452,-114,-20.2,2025-12-06T10:52:07.047+00:00,922200000,125000,12
board01,16.0502293,108.1496355,7276ff002e061f5b,16.07561683654785,108.22207641601562,-115,-13.5,2025-12-06T10:51:53.049+00:00,922200000,125000,12
board01,16.0502293,108.1496355,7276ff002e062cf2,16.11829948425293,108.27376556396484,-116,-4.0,2025-12-06T10:51:53.049+00:00,922200000,125000,12
board01,16.0502293,108.1496355,ac1f09fffe0fd629,16.06814,108.15453,-113,-17.5,2025-12-06T10:51:53.049+00:00,922200000,125000,12
board01,16.0494799,108.14851480000002,7276ff002e061f5b,16.07561683654785,108.22207641601562,-115,-11.2,2025-12-06T10:51:39.052+00:00,922200000,125000,12
board01,16.0494799,108.14851480000002,ac1f09fffe0fd629,16.06814,108.15453,-113,-11.2,2025-12-06T10:51:39.052+00:00,922200000,125000,12
board01,16.0494799,108.14851480000002,7276ff002e062cf2,16.118301391601562,108.27375793457031,-120,-4.8,2025-12-06T10:51:39.052+00:00,922200000,125000,12
board01,16.049365299999998,108.14827940000002,7276ff002e062cf2,16.118301391601562,108.27375793457031,-112,-6.0,2025-12-06T10:51:25.054+00:00,922200000,125000,12
board01,16.049365299999998,108.14827940000002,ac1f09fffe0fd629,16.06814,108.15453,-112,-5.8,2025-12-06T10:51:25.054+00:00,922200000,125000,12
board01,16.049365299999998,108.14827940000002,7276ff002e061f5b,16.075620651245117,108.22207641601562,-110,-13.0,2025-12-06T10:51:25.054+00:00,922200000,125000,12
board01,16.0493668,108.14827410000001,7276ff002e061f5b,16.075620651245117,108.22207641601562,-101,-23.0,2025-12-06T10:51:11.055+00:00,922200000,125000,12
board01,16.0493668,108.14827410000001,ac1f09fffe0fd629,16.06814,108.15453,-112,-5.2,2025-12-06T10:51:11.055+00:00,922200000,125000,12
board01,16.0493668,108.14827410000001,7276ff002e062cf2,16.11829376220703,108.27374267578125,-113,-10.0,2025-12-06T10:51:11.055+00:00,922200000,125000,12
board01,16.048838500000002,108.1470257,7276ff002e062cf2,16.11829376220703,108.27374267578125,-118,-4.8,2025-12-06T10:50:57.057+00:00,922200000,125000,12
