lat,lon,gateway,gateway_id,gw_lat,gw_lon,rssi,distance_3d,closest_to_gw_distance
16.026063999999998,108.2206111,ac1f09fffe06fcf2,10,16.054765682623003,108.21985626414312,-122,3192.538394199504,3227.8888422957043
16.025743900000002,108.2205345,ac1f09fffe06fcf2,10,16.054765682623003,108.21985626414312,-127,3227.931013546774,3228.31383022535
16.0257397,108.2205168,ac1f09fffe06fcf2,10,16.054765682623003,108.21985626414312,-124,3228.355995924903,3227.8888422957043
16.0257351,108.2204571,ac1f09fffe06fcf2,10,16.054765682623003,108.21985626414312,-127,3228.734188205776,3229.3896132345344
16.0257289,108.22046099999996,ac1f09fffe06fcf2,10,16.054765682623003,108.21985626414312,-134,3229.4317648879187,3228.692027445295
16.0257203,108.2204575,ac1f09fffe06fcf2,10,16.054765682623003,108.21985626414312,-128,3230.3803763333667,3229.3896132345344
16.025603699999998,108.220403,ac1f09fffe06fcf2,10,16.054765682623003,108.21985626414312,-127,3243.223272202458,3230.3382370581107
16.025512900000003,108.2201141,ac1f09fffe06fcf2,10,16.054765682623003,108.21985626414312,-126,3252.919566367093,3243.190858299218
16.0253818,108.2198025,ac1f09fffe06fcf2,10,16.054765682623003,108.21985626414312,-127,3267.396098451623,3274.079438083106
16.0253216,108.21969240000004,ac1f09fffe06fcf2,10,16.054765682623003,108.21985626414312,-127,3274.131704265818,3267.3437245225496
16.0251691,108.2193779,ac1f09fffe06fcf2,10,16.054765682623003,108.21985626414312,-127,3291.4506951897656,3277.8038685212528
16.025294199999998,108.2192114,ac1f09fffe06fcf2,10,16.054765682623003,108.21985626414312,-129,3277.874379913436,3291.386854938992
16.024243900000002,108.2172739,ac1f09fffe06fcf2,10,16.054765682623003,108.21985626414312,-133,3405.119111442036,3382.2158487761503
16.023758800000003,108.21641190000004,ac1f09fffe06fcf2,10,16.054765682623003,108.21985626414312,-131,3467.461376453688,3451.216125773816
16.023896599999997,108.2164962,ac1f09fffe06fcf2,10,16.054765682623003,108.21985626414312,-133,3451.277009572142,3467.400776835309
16.0244383,108.2174286,ac1f09fffe06fcf2,10,16.054765682623003,108.21985626414312,-132,3382.2611220472872,3405.0688558541365
16.0258408,108.22012169999998,ac1f09fffe06fcf2,10,16.054765682623003,108.21985626414312,-132,3216.467607068786,3228.692027445295
16.026350299999997,108.221077,ac1f09fffe06fcf2,10,16.054765682623003,108.21985626414312,-122,3162.36714967902,3155.33082750338
16.026416,108.22118290000004,ac1f09fffe06fcf2,10,16.054765682623003,108.21985626414312,-133,3155.55613606384,3155.5996718990223
16.026415699999998,108.22118489999998,ac1f09fffe06fcf2,10,16.054765682623003,108.21985626414312,-132,3155.599070135927,3155.527258296171
16.0264154,108.2211841,ac1f09fffe06fcf2,10,16.054765682623003,108.21985626414312,-130,3155.62854900402,3155.527258296171
16.026419,108.221183,ac1f09fffe06fcf2,10,16.054765682623003,108.21985626414312,-132,3155.223371359192,3155.33082750338
16.0264176,108.221179,ac1f09fffe06fcf2,10,16.054765682623003,108.21985626414312,-133,3155.359707068778,3155.1944905459104
16.0312668,108.2239272,ac1f09fffe06fcf2,10,16.054765682623003,108.21985626414312,-130,2648.969643965157,2544.271833121485
16.0322703,108.22420989999998,ac1f09fffe06fcf2,10,16.054765682623003,108.21985626414312,-120,2544.325335096784,2462.570350115086
16.033046300000002,108.2243598,ac1f09fffe06fcf2,10,16.054765682623003,108.21985626414312,-126,2462.647554821018,2460.1145938136306
16.033169100000002,108.2248545,ac1f09fffe06fcf2,10,16.054765682623003,108.21985626414312,-120,2460.191875585074,2460.2606451111265
16.033208000000002,108.2250392,ac1f09fffe06fcf2,10,16.054765682623003,108.21985626414312,-114,2460.322883664381,2458.652426231268
16.0332224,108.2250372,ac1f09fffe06fcf2,10,16.054765682623003,108.21985626414312,-123,2458.714705494092,2460.2606451111265
16.0333175,108.2254802,ac1f09fffe06fcf2,10,16.054765682623003,108.21985626414312,-122,2459.5504519360898,2458.652426231268
16.0335151,108.226502,ac1f09fffe06fcf2,10,16.054765682623003,108.21985626414312,-119,2467.416371888046,2459.488193836072
16.0337406,108.22755629999996,ac1f09fffe06fcf2,10,16.054765682623003,108.21985626414312,-121,2478.5189928403875,2467.3737662261806
16.0340014,108.2286846,ac1f09fffe06fcf2,10,16.054765682623003,108.21985626414312,-118,2494.254027044749,2478.464070320675
16.034244800000003,108.2298562,ac1f09fffe06fcf2,10,16.054765682623003,108.21985626414312,-118,2519.755485049217,2494.192635188579
16.034481800000002,108.2310291,ac1f09fffe06fcf2,10,16.054765682623003,108.21985626414312,-131,2552.094989234231,2519.6550268708647
16.0351427,108.2341539,ac1f09fffe06fcf2,10,16.054765682623003,108.21985626414312,-131,2663.797949690081,2742.8778211939016
16.0355196,108.235911,ac1f09fffe06fcf2,10,16.054765682623003,108.21985626414312,-128,2742.970104102013,2824.270321045725
16.0358695,108.2375165,ac1f09fffe06fcf2,10,16.054765682623003,108.21985626414312,-128,2824.3599445431387,2742.8778211939016
16.0376234,108.241925,ac1f09fffe06fcf2,10,16.054765682623003,108.21985626414312,-125,3032.3448663466306,3050.364508931632
16.0381802,108.24259320000002,ac1f09fffe06fcf2,10,16.054765682623003,108.21985626414312,-133,3050.386186591743,3032.3329531004283
16.0528724,108.2366338,ac1f09fffe06fcf2,10,16.054765682623003,108.21985626414312,-135,1805.185155456463,1805.1559239835533
16.0528705,108.2366337,ac1f09fffe06fcf2,10,16.054765682623003,108.21985626414312,-134,1805.1992022746176,1805.141876828626
16.050671700000002,108.2325878,ac1f09fffe06fcf2,10,16.054765682623003,108.21985626414312,-122,1434.7301019492156,1269.1702876610186
16.0504381,108.2308465,ac1f09fffe06fcf2,10,16.054765682623003,108.21985626414312,-122,1269.369713315058,1108.9192916701045
16.0502059,108.2290854,ac1f09fffe06fcf2,10,16.054765682623003,108.21985626414312,-124,1109.1475309615607,972.9061726459332
